Cliente_Comprou_o_Titulo?,Idade,Profissao,Estado_Civil,Formacao,Cliente_Devedor?,Saldo_Conta_Corrente,Tem_Hipoteca?,Tem_Emprestimo?,Qte_de_Ligacoes_Feitas
Sim,25,Serviços Gerais,Solteiro,Desconhecido,Não,2022,Não,Não,8
Sim,25,Operário,Solteiro,Ensino Médio,Não,303,Não,Não,1
Sim,25,Operário,Solteiro,Ensino Médio,Não,217,Sim,Não,1
Sim,25,Estudante,Solteiro,Ensino Médio,Não,1608,Não,Não,2
Não,25,Serviços Gerais,Solteiro,Ensino Médio,Não,895,Sim,Não,1
Sim,25,Administrador,Solteiro,Ensino Médio,Não,122,Sim,Não,2
Sim,25,Autônomo,Solteiro,Ensino Superior,Não,42,Sim,Não,1
Não,25,Técnico,Divorciado,Ensino Médio,Não,86,Não,Sim,2
Não,25,Operário,Solteiro,Ensino Médio,Não,84,Sim,Não,2
Sim,25,Serviços Gerais,Solteiro,Ensino Médio,Não,333,Não,Sim,2
Sim,25,Estudante,Solteiro,Fundamental,Não,373,Sim,Não,2
Sim,25,Técnico,Solteiro,Ensino Superior,Não,3630,Não,Não,7
Não,25,Administrador,Solteiro,Ensino Superior,Não,493,Sim,Não,1
Sim,25,Estudante,Solteiro,Ensino Médio,Não,125,Não,Não,1
Sim,25,Administrador,Solteiro,Ensino Superior,Não,3902,Não,Não,1
Não,25,Estudante,Solteiro,Ensino Médio,Não,703,Não,Não,3
Sim,25,Técnico,Solteiro,Ensino Médio,Não,1231,Sim,Não,5
Não,25,Serviços Gerais,Casado,Ensino Médio,Não,10,Sim,Não,1
Sim,25,Estudante,Solteiro,Desconhecido,Não,722,Não,Não,2
Sim,25,Estudante,Solteiro,Ensino Médio,Não,348,Não,Não,1
Sim,25,Estudante,Solteiro,Ensino Médio,Não,304,Não,Não,2
Sim,25,Técnico,Solteiro,Ensino Médio,Não,139,Não,Sim,1
Sim,25,Técnico,Solteiro,Ensino Médio,Não,7103,Sim,Não,3
Sim,25,Estudante,Solteiro,Ensino Médio,Não,2975,Não,Não,2
Sim,25,Serviços Gerais,Solteiro,Ensino Médio,Não,162,Sim,Não,2
Sim,25,Autônomo,Solteiro,Ensino Superior,Não,42,Sim,Não,1
Não,25,Operário,Solteiro,Fundamental,Não,17,Sim,Não,2
Não,25,Administrador,Casado,Ensino Médio,Não,894,Sim,Não,1
Sim,25,Administrador,Solteiro,Ensino Superior,Não,2506,Não,Não,1
Sim,25,Empresário,Solteiro,Ensino Superior,Não,347,Não,Não,1
Sim,25,Operário,Solteiro,Ensino Médio,Não,389,Não,Não,1
Sim,25,Serviços Gerais,Solteiro,Ensino Médio,Não,801,Não,Não,2
Não,25,Serviços Gerais,Solteiro,Ensino Médio,Não,382,Sim,Não,1
Não,25,Administrador,Solteiro,Ensino Superior,Não,1734,Não,Não,1
Sim,25,Serviços Gerais,Solteiro,Ensino Médio,Não,505,Não,Não,1
Não,25,Estudante,Solteiro,Ensino Médio,Não,1919,Sim,Não,1
Sim,25,Administrador,Solteiro,Ensino Superior,Não,3,Sim,Sim,1
Sim,25,Estudante,Casado,Ensino Superior,Não,10,Sim,Não,4
Sim,25,Técnico,Solteiro,Ensino Médio,Não,938,Não,Não,1
Sim,25,Operário,Solteiro,Ensino Médio,Não,2007,Não,Não,2
Sim,25,Serviços Gerais,Solteiro,Ensino Médio,Não,594,Não,Não,2
Não,25,Técnico,Solteiro,Ensino Médio,Não,173,Sim,Não,2
Sim,25,Estudante,Solteiro,Ensino Médio,Não,154,Não,Não,1
Não,25,Administrador,Solteiro,Ensino Médio,Não,131,Sim,Sim,1
Sim,25,Operário,Solteiro,Ensino Médio,Não,303,Não,Não,1
Sim,25,Técnico,Casado,Ensino Superior,Não,839,Sim,Não,3
Sim,25,Estudante,Solteiro,Ensino Médio,Não,154,Não,Não,1
Sim,25,Administrador,Solteiro,Ensino Superior,Não,1317,Não,Não,1
Sim,25,Operário,Solteiro,Ensino Médio,Não,1857,Sim,Não,2
Sim,25,Administrador,Solteiro,Ensino Médio,Não,2816,Não,Não,1
Sim,25,Autônomo,Solteiro,Ensino Médio,Não,1242,Sim,Não,2
Não,25,Técnico,Solteiro,Ensino Superior,Não,640,Sim,Não,2
Sim,25,Administrador,Solteiro,Ensino Superior,Não,3730,Sim,Não,1
Não,25,Serviços Gerais,Solteiro,Ensino Médio,Não,111,Não,Sim,1
Não,25,Operário,Casado,Ensino Médio,Não,758,Sim,Não,3
Não,25,Serviços Gerais,Casado,Ensino Médio,Não,50,Sim,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,390,Não,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,1646,Não,Não,5
Não,26,Operário,Solteiro,Fundamental,Não,16,Não,Sim,2
Não,26,Administrador,Solteiro,Ensino Médio,Não,586,Sim,Sim,1
Não,26,Administrador,Solteiro,Ensino Médio,Não,141,Sim,Não,4
Sim,26,Operário,Solteiro,Ensino Médio,Não,2007,Não,Não,3
Não,26,Operário,Solteiro,Ensino Médio,Não,658,Não,Sim,4
Não,26,Técnico,Solteiro,Ensino Médio,Não,3244,Não,Não,1
Não,26,Operário,Solteiro,Ensino Médio,Não,8,Sim,Não,1
Sim,26,Operário,Solteiro,Ensino Superior,Não,567,Não,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,3704,Não,Não,4
Sim,26,Administrador,Solteiro,Ensino Superior,Não,170,Não,Não,1
Sim,26,Técnico,Solteiro,Ensino Médio,Não,181,Não,Não,2
Sim,26,Administrador,Solteiro,Ensino Médio,Não,2509,Não,Não,3
Sim,26,Estudante,Solteiro,Ensino Superior,Não,294,Não,Não,2
Não,26,Técnico,Solteiro,Ensino Médio,Não,2,Sim,Sim,1
Sim,26,Técnico,Solteiro,Ensino Médio,Não,507,Não,Não,1
Não,26,Autônomo,Solteiro,Ensino Médio,Não,467,Sim,Sim,2
Não,26,Operário,Casado,Ensino Médio,Não,895,Sim,Não,3
Sim,26,Técnico,Solteiro,Ensino Médio,Não,941,Não,Sim,1
Sim,26,Técnico,Solteiro,Ensino Médio,Não,223,Não,Sim,3
Não,26,Empresário,Casado,Ensino Superior,Sim,144,Não,Sim,1
Sim,26,Serviços Gerais,Solteiro,Ensino Médio,Não,110,Não,Não,2
Não,26,Administrador,Solteiro,Ensino Médio,Não,1327,Não,Não,4
Não,26,Estudante,Solteiro,Ensino Médio,Não,502,Sim,Não,1
Não,26,Serviços Gerais,Solteiro,Ensino Médio,Não,209,Sim,Não,2
Sim,26,Técnico,Solteiro,Ensino Superior,Não,15161,Não,Não,1
Não,26,Técnico,Solteiro,Ensino Médio,Não,33,Não,Não,7
Sim,26,Administrador,Solteiro,Ensino Superior,Não,943,Não,Não,1
Sim,26,Operário,Solteiro,Fundamental,Não,941,Não,Não,1
Sim,26,Operário,Casado,Ensino Médio,Não,5795,Sim,Não,2
Sim,26,Administrador,Solteiro,Ensino Superior,Não,2786,Não,Não,2
Sim,26,Empresário,Solteiro,Ensino Superior,Não,725,Não,Não,2
Sim,26,Administrador,Solteiro,Ensino Médio,Não,274,Não,Não,3
Sim,26,Operário,Solteiro,Ensino Médio,Não,5005,Não,Sim,1
Não,26,Estudante,Solteiro,Ensino Superior,Não,641,Sim,Não,1
Não,26,Estudante,Solteiro,Desconhecido,Não,19,Não,Não,1
Sim,26,Operário,Casado,Ensino Médio,Não,246,Sim,Não,3
Sim,26,Administrador,Solteiro,Ensino Superior,Não,1004,Sim,Não,2
Sim,26,Administrador,Solteiro,Ensino Superior,Não,313,Não,Sim,2
Sim,26,Serviços Gerais,Solteiro,Ensino Médio,Não,136,Não,Não,1
Não,26,Administrador,Solteiro,Ensino Superior,Não,3,Sim,Não,1
Não,26,Operário,Solteiro,Ensino Médio,Não,277,Não,Não,2
Sim,26,Administrador,Solteiro,Ensino Médio,Não,96,Não,Não,1
Sim,26,Autônomo,Solteiro,Ensino Superior,Não,168,Não,Não,1
Sim,26,Desempregado,Solteiro,Ensino Médio,Não,111,Não,Não,1
Sim,26,Operário,Solteiro,Fundamental,Não,409,Sim,Não,2
Sim,26,Operário,Solteiro,Ensino Superior,Não,644,Não,Não,1
Sim,26,Administrador,Solteiro,Ensino Médio,Não,338,Não,Não,1
Não,26,Autônomo,Casado,Ensino Superior,Não,479,Sim,Não,3
Não,26,Operário,Solteiro,Ensino Médio,Não,428,Não,Sim,1
Não,26,Desempregado,Casado,Ensino Médio,Não,285,Sim,Não,2
Não,26,Operário,Solteiro,Ensino Médio,Não,2669,Sim,Não,1
Sim,26,Administrador,Solteiro,Ensino Médio,Não,255,Não,Não,1
Não,26,Administrador,Solteiro,Ensino Superior,Não,3178,Não,Não,1
Não,26,Operário,Casado,Fundamental,Não,133,Não,Sim,3
Sim,26,Estudante,Solteiro,Ensino Médio,Não,5296,Não,Não,1
Sim,26,Técnico,Solteiro,Ensino Médio,Não,639,Sim,Não,5
Não,26,Administrador,Casado,Ensino Médio,Não,1417,Sim,Não,3
Sim,26,Estudante,Solteiro,Ensino Médio,Não,655,Não,Não,1
Sim,26,Estudante,Solteiro,Ensino Superior,Não,5169,Sim,Não,1
Não,26,Serviços Gerais,Solteiro,Ensino Médio,Não,531,Sim,Sim,1
Não,26,Administrador,Solteiro,Ensino Médio,Não,96,Não,Não,1
Não,26,Administrador,Solteiro,Ensino Superior,Não,800,Sim,Não,2
Não,26,Estudante,Solteiro,Ensino Superior,Não,97,Não,Não,1
Não,26,Operário,Solteiro,Ensino Médio,Não,786,Sim,Sim,5
Não,26,Administrador,Solteiro,Ensino Médio,Não,1099,Não,Não,2
Sim,26,Técnico,Solteiro,Ensino Médio,Não,1231,Sim,Não,1
Sim,26,Operário,Solteiro,Ensino Médio,Não,463,Não,Sim,2
Sim,26,Administrador,Solteiro,Ensino Superior,Não,1646,Não,Não,4
Sim,26,Estudante,Solteiro,Desconhecido,Não,689,Não,Não,2
Sim,26,Administrador,Solteiro,Ensino Superior,Não,194,Não,Não,2
Não,26,Estudante,Solteiro,Desconhecido,Não,2503,Não,Não,1
Não,26,Desconhecido,Solteiro,Ensino Médio,Não,3247,Não,Não,3
Sim,26,Operário,Solteiro,Ensino Médio,Não,3145,Não,Não,1
Não,26,Serviços Gerais,Solteiro,Ensino Médio,Não,335,Não,Não,2
Sim,26,Autônomo,Solteiro,Ensino Médio,Não,3676,Não,Não,1
Não,26,Administrador,Divorciado,Ensino Superior,Não,667,Não,Não,2
Não,26,Administrador,Solteiro,Ensino Médio,Não,712,Sim,Não,1
Não,26,Operário,Solteiro,Ensino Médio,Não,249,Sim,Não,3
Não,26,Estudante,Solteiro,Desconhecido,Não,826,Não,Não,1
Sim,26,Estudante,Solteiro,Ensino Superior,Não,294,Não,Não,1
Sim,26,Desempregado,Solteiro,Ensino Médio,Não,632,Não,Não,1
Sim,26,Técnico,Solteiro,Ensino Médio,Não,1231,Sim,Não,2
Não,26,Técnico,Casado,Ensino Superior,Não,8,Sim,Sim,2
Não,26,Operário,Casado,Ensino Médio,Não,2770,Sim,Não,1
Sim,26,Estudante,Solteiro,Ensino Médio,Não,620,Não,Não,1
Não,26,Desempregado,Solteiro,Ensino Superior,Não,2170,Não,Não,1
Sim,26,Operário,Solteiro,Ensino Médio,Não,535,Não,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,2532,Sim,Sim,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,1027,Não,Não,1
Sim,26,Técnico,Solteiro,Ensino Superior,Não,11862,Não,Não,1
Sim,26,Estudante,Solteiro,Ensino Médio,Não,620,Não,Não,1
Não,26,Administrador,Solteiro,Ensino Superior,Não,47,Sim,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,6840,Sim,Não,2
Sim,26,Serviços Gerais,Solteiro,Ensino Superior,Não,12,Não,Não,1
Sim,26,Técnico,Casado,Ensino Médio,Não,370,Não,Sim,4
Sim,26,Autônomo,Solteiro,Ensino Superior,Não,2857,Não,Não,1
Sim,26,Técnico,Solteiro,Ensino Superior,Não,1066,Não,Não,1
Sim,26,Administrador,Solteiro,Ensino Médio,Não,2613,Não,Não,1
Sim,26,Administrador,Casado,Ensino Superior,Não,243,Não,Não,1
Sim,26,Administrador,Solteiro,Ensino Médio,Não,255,Não,Não,1
Não,26,Serviços Gerais,Casado,Ensino Médio,Não,199,Não,Não,6
Não,26,Técnico,Solteiro,Ensino Superior,Não,686,Sim,Não,2
Sim,26,Operário,Solteiro,Ensino Médio,Não,26,Sim,Sim,1
Sim,26,Técnico,Solteiro,Ensino Médio,Não,1105,Sim,Não,1
Sim,26,Desempregado,Solteiro,Ensino Médio,Não,632,Não,Não,3
Sim,26,Administrador,Solteiro,Ensino Médio,Não,255,Não,Não,2
Não,26,Operário,Solteiro,Ensino Médio,Não,78,Não,Não,1
Sim,26,Estudante,Solteiro,Ensino Médio,Não,100,Não,Não,1
Sim,26,Estudante,Solteiro,Ensino Superior,Não,1134,Não,Não,4
Sim,26,Desempregado,Solteiro,Ensino Superior,Não,814,Não,Não,1
Sim,26,Operário,Solteiro,Ensino Médio,Não,191,Sim,Não,1
Sim,26,Técnico,Solteiro,Ensino Médio,Não,668,Sim,Não,3
Sim,26,Serviços Gerais,Solteiro,Ensino Superior,Não,1140,Sim,Não,2
Sim,26,Administrador,Solteiro,Ensino Superior,Não,1438,Não,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,222,Não,Não,1
Sim,26,Serviços Gerais,Solteiro,Ensino Médio,Não,1445,Não,Não,1
Não,26,Administrador,Solteiro,Ensino Superior,Não,3672,Sim,Não,5
Sim,26,Desempregado,Solteiro,Ensino Superior,Não,3466,Não,Não,2
Sim,26,Administrador,Solteiro,Ensino Superior,Não,1094,Sim,Não,1
Sim,26,Estudante,Solteiro,Ensino Médio,Não,4613,Não,Não,3
Sim,26,Administrador,Solteiro,Ensino Superior,Não,2786,Não,Não,1
Não,26,Administrador,Solteiro,Ensino Superior,Não,3730,Sim,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,114,Sim,Não,1
Não,26,Serviços Gerais,Solteiro,Fundamental,Não,179,Sim,Sim,4
Sim,26,Administrador,Solteiro,Ensino Médio,Não,2509,Não,Não,3
Sim,26,Autônomo,Solteiro,Ensino Médio,Não,551,Não,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,3,Sim,Sim,1
Sim,26,Estudante,Solteiro,Ensino Superior,Não,39,Não,Não,3
Sim,26,Técnico,Solteiro,Ensino Médio,Não,2002,Não,Não,1
Não,26,Estudante,Solteiro,Ensino Superior,Não,10086,Não,Não,3
Sim,26,Técnico,Solteiro,Ensino Médio,Não,44,Não,Não,1
Não,26,Estudante,Solteiro,Ensino Médio,Não,2572,Sim,Não,1
Não,26,Técnico,Solteiro,Ensino Superior,Não,4130,Não,Não,2
Não,26,Administrador,Casado,Ensino Médio,Não,2469,Não,Não,8
Não,26,Estudante,Solteiro,Desconhecido,Não,198,Não,Não,1
Sim,26,Técnico,Solteiro,Ensino Médio,Não,354,Não,Não,1
Sim,26,Técnico,Solteiro,Ensino Médio,Não,237,Sim,Não,3
Não,26,Administrador,Casado,Ensino Médio,Não,714,Sim,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,1623,Não,Não,1
Não,26,Administrador,Solteiro,Ensino Superior,Não,155,Sim,Não,4
Sim,26,Desempregado,Solteiro,Ensino Médio,Não,622,Não,Não,2
Não,26,Técnico,Solteiro,Ensino Médio,Não,855,Sim,Não,2
Sim,26,Operário,Solteiro,Ensino Médio,Não,311,Sim,Não,2
Sim,26,Desempregado,Solteiro,Ensino Superior,Não,3511,Não,Não,2
Não,26,Administrador,Solteiro,Ensino Superior,Não,7628,Não,Não,1
Sim,26,Empresário,Solteiro,Ensino Médio,Não,101,Sim,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,222,Não,Não,1
Não,26,Serviços Gerais,Solteiro,Ensino Médio,Não,37,Não,Sim,5
Sim,26,Operário,Solteiro,Ensino Médio,Não,1006,Sim,Não,1
Não,26,Operário,Casado,Ensino Médio,Não,245,Sim,Não,2
Não,26,Operário,Casado,Ensino Médio,Não,557,Sim,Sim,2
Não,26,Técnico,Casado,Ensino Médio,Não,744,Não,Não,1
Sim,26,Técnico,Solteiro,Ensino Superior,Não,515,Não,Não,1
Sim,26,Técnico,Casado,Ensino Médio,Não,915,Não,Não,1
Não,26,Serviços Gerais,Divorciado,Fundamental,Não,633,Sim,Não,2
Sim,26,Estudante,Solteiro,Ensino Superior,Não,10086,Não,Não,2
Não,26,Estudante,Solteiro,Ensino Superior,Não,13107,Sim,Não,2
Não,26,Administrador,Solteiro,Ensino Superior,Não,1177,Não,Não,1
Não,26,Operário,Solteiro,Ensino Médio,Não,396,Sim,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,362,Não,Não,1
Sim,26,Operário,Solteiro,Ensino Médio,Não,82,Sim,Não,1
Sim,26,Estudante,Solteiro,Ensino Médio,Não,864,Sim,Não,1
Sim,26,Serviços Gerais,Casado,Ensino Médio,Não,77,Sim,Não,1
Sim,26,Administrador,Solteiro,Ensino Médio,Não,102,Não,Sim,2
Sim,26,Administrador,Solteiro,Ensino Superior,Não,760,Sim,Não,2
Sim,26,Administrador,Solteiro,Ensino Superior,Não,45,Não,Não,3
Não,26,Técnico,Solteiro,Ensino Médio,Não,84,Sim,Não,3
Não,26,Serviços Gerais,Solteiro,Ensino Médio,Não,162,Sim,Não,2
Não,26,Serviços Gerais,Casado,Ensino Médio,Não,54,Sim,Não,1
Não,26,Autônomo,Casado,Ensino Médio,Não,492,Sim,Sim,4
Sim,26,Estudante,Solteiro,Ensino Médio,Não,132,Não,Não,1
Não,26,Técnico,Solteiro,Ensino Médio,Não,430,Não,Não,2
Não,26,Serviços Gerais,Solteiro,Ensino Médio,Não,1114,Não,Não,2
Sim,26,Serviços Gerais,Solteiro,Ensino Médio,Não,901,Sim,Não,2
Não,26,Operário,Casado,Fundamental,Não,399,Sim,Não,2
Sim,26,Administrador,Casado,Ensino Médio,Não,710,Sim,Sim,2
Não,26,Técnico,Solteiro,Ensino Médio,Não,124,Sim,Não,8
Sim,26,Operário,Solteiro,Ensino Médio,Não,2007,Não,Não,1
Não,26,Administrador,Solteiro,Ensino Superior,Não,1720,Não,Não,1
Não,26,Administrador,Solteiro,Ensino Superior,Não,9447,Não,Não,1
Não,26,Operário,Solteiro,Fundamental,Não,102,Sim,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,222,Não,Não,1
Sim,26,Serviços Gerais,Solteiro,Ensino Médio,Não,1347,Não,Não,6
Sim,26,Estudante,Solteiro,Ensino Médio,Não,132,Não,Não,1
Sim,26,Técnico,Casado,Ensino Médio,Não,267,Sim,Não,2
Sim,26,Operário,Solteiro,Ensino Médio,Sim,81,Não,Sim,2
Sim,26,Administrador,Solteiro,Ensino Superior,Não,828,Sim,Não,1
Não,26,Operário,Solteiro,Ensino Médio,Não,972,Sim,Não,10
Não,26,Administrador,Casado,Ensino Médio,Não,1595,Não,Não,1
Não,26,Técnico,Solteiro,Ensino Médio,Não,218,Sim,Não,1
Sim,26,Administrador,Casado,Ensino Médio,Não,3415,Não,Não,1
Não,26,Serviços Gerais,Solteiro,Ensino Médio,Não,397,Não,Não,1
Sim,26,Administrador,Solteiro,Ensino Superior,Não,313,Não,Sim,1
Sim,26,Técnico,Solteiro,Ensino Superior,Não,401,Não,Não,2
Sim,26,Administrador,Solteiro,Ensino Superior,Não,3944,Sim,Não,2
Não,26,Técnico,Solteiro,Ensino Superior,Não,192,Sim,Não,1
Não,26,Administrador,Casado,Ensino Superior,Não,775,Não,Não,3
Não,26,Operário,Solteiro,Ensino Médio,Não,184,Não,Não,2
Sim,26,Desempregado,Solteiro,Ensino Superior,Não,77,Não,Não,1
Sim,26,Administrador,Casado,Ensino Médio,Não,1595,Não,Não,1
Não,26,Desempregado,Solteiro,Ensino Médio,Não,461,Não,Não,1
Sim,26,Administrador,Solteiro,Ensino Médio,Não,766,Não,Não,2
Não,26,Operário,Solteiro,Ensino Médio,Não,592,Sim,Sim,1
Não,26,Administrador,Casado,Ensino Médio,Não,5231,Não,Sim,2
Não,27,Técnico,Casado,Ensino Médio,Não,241,Não,Sim,1
Sim,27,Operário,Casado,Desconhecido,Não,409,Sim,Não,1
Não,27,Administrador,Solteiro,Ensino Médio,Não,145,Sim,Não,4
Não,27,Técnico,Casado,Ensino Superior,Não,8,Sim,Sim,1
Não,27,Administrador,Casado,Ensino Superior,Não,159,Sim,Não,2
Sim,27,Técnico,Solteiro,Ensino Superior,Não,11862,Não,Não,2
Não,27,Serviços Gerais,Solteiro,Ensino Médio,Não,795,Não,Não,3
Não,27,Técnico,Solteiro,Ensino Superior,Não,11862,Não,Não,5
Sim,27,Administrador,Solteiro,Ensino Superior,Não,1720,Não,Não,1
Sim,27,Técnico,Solteiro,Ensino Superior,Não,1075,Não,Não,2
Não,27,Empresário,Casado,Ensino Médio,Não,97,Sim,Sim,3
Sim,27,Técnico,Solteiro,Ensino Superior,Não,931,Sim,Não,1
Sim,27,Administrador,Casado,Ensino Médio,Não,1596,Não,Não,1
Sim,27,Administrador,Solteiro,Ensino Superior,Não,831,Não,Não,2
Não,27,Técnico,Solteiro,Ensino Superior,Não,501,Não,Sim,4
Sim,27,Operário,Solteiro,Fundamental,Não,232,Sim,Não,2
Sim,27,Administrador,Casado,Ensino Médio,Não,3415,Não,Não,3
Sim,27,Técnico,Divorciado,Ensino Médio,Não,1977,Sim,Não,1
Não,27,Administrador,Solteiro,Ensino Médio,Não,292,Sim,Não,9
Sim,27,Operário,Solteiro,Ensino Médio,Não,513,Sim,Sim,1
Não,27,Técnico,Solteiro,Ensino Médio,Não,42,Não,Não,1
Sim,27,Desempregado,Solteiro,Ensino Médio,Não,771,Não,Não,1
Sim,27,Administrador,Solteiro,Ensino Superior,Não,2489,Não,Não,2
Não,27,Operário,Solteiro,Ensino Médio,Não,5563,Sim,Não,2
Não,27,Operário,Solteiro,Ensino Médio,Não,240,Sim,Não,4
Não,27,Serviços Gerais,Solteiro,Ensino Médio,Não,167,Não,Sim,2
Sim,27,Administrador,Solteiro,Fundamental,Sim,13,Não,Não,3
Não,27,Serviços Gerais,Casado,Ensino Médio,Não,94,Sim,Não,2
Sim,27,Operário,Solteiro,Ensino Médio,Não,294,Sim,Sim,2
Sim,27,Estudante,Solteiro,Ensino Superior,Não,5169,Sim,Não,1
Sim,27,Técnico,Solteiro,Ensino Médio,Não,204,Não,Não,2
Não,27,Administrador,Solteiro,Desconhecido,Não,3196,Não,Não,2
Não,27,Serviços Gerais,Solteiro,Ensino Médio,Não,504,Sim,Não,5
Sim,27,Desconhecido,Solteiro,Ensino Médio,Não,1187,Não,Não,1
Não,27,Operário,Solteiro,Ensino Médio,Não,181,Não,Não,1
Sim,27,Administrador,Casado,Ensino Médio,Não,1293,Sim,Não,3
Sim,27,Estudante,Solteiro,Ensino Superior,Não,13107,Sim,Não,1
Sim,27,Técnico,Solteiro,Ensino Superior,Não,372,Sim,Sim,2
Sim,27,Técnico,Solteiro,Ensino Médio,Não,2,Sim,Sim,2
Sim,27,Administrador,Solteiro,Ensino Médio,Não,4745,Não,Não,4
Sim,27,Operário,Solteiro,Ensino Superior,Não,567,Não,Não,2
Não,27,Autônomo,Casado,Ensino Médio,Sim,254,Sim,Sim,1
Sim,27,Desempregado,Solteiro,Fundamental,Não,9,Não,Sim,2
Não,27,Administrador,Solteiro,Ensino Superior,Não,1137,Sim,Não,1
Não,27,Operário,Casado,Ensino Médio,Não,197,Não,Não,1
Sim,27,Administrador,Casado,Ensino Superior,Não,802,Não,Não,1
Não,27,Técnico,Casado,Ensino Médio,Não,58,Sim,Não,1
Sim,27,Técnico,Solteiro,Ensino Superior,Não,11862,Não,Não,1
Sim,27,Serviços Gerais,Solteiro,Ensino Médio,Não,339,Não,Não,1
Não,27,Serviços Gerais,Casado,Ensino Médio,Não,202,Sim,Não,2
Sim,27,Operário,Solteiro,Ensino Médio,Não,535,Não,Não,3
Não,27,Operário,Solteiro,Ensino Médio,Não,484,Sim,Não,2
Sim,27,Administrador,Solteiro,Ensino Superior,Não,2648,Não,Não,1
Sim,27,Operário,Casado,Ensino Médio,Não,4333,Não,Não,1
Sim,27,Administrador,Solteiro,Ensino Superior,Não,1720,Não,Não,2
Sim,27,Serviços Gerais,Solteiro,Ensino Médio,Não,955,Não,Não,1
Sim,27,Técnico,Solteiro,Ensino Superior,Não,2781,Sim,Não,1
Não,27,Administrador,Solteiro,Ensino Médio,Não,125,Não,Não,1
Não,27,Estudante,Solteiro,Ensino Superior,Não,24,Sim,Não,2
Não,27,Operário,Solteiro,Ensino Médio,Não,23,Não,Não,2
Sim,27,Administrador,Casado,Ensino Médio,Não,897,Não,Não,1
Sim,27,Empresário,Casado,Ensino Médio,Não,2329,Não,Não,1
Sim,27,Administrador,Solteiro,Ensino Médio,Não,843,Não,Não,1
Sim,27,Administrador,Solteiro,Ensino Superior,Não,390,Não,Não,2
Sim,27,Administrador,Casado,Ensino Médio,Não,710,Sim,Sim,1
Sim,27,Operário,Solteiro,Fundamental,Não,265,Sim,Não,2
Sim,27,Administrador,Solteiro,Desconhecido,Não,861,Não,Não,4
Sim,27,Operário,Solteiro,Ensino Médio,Não,3792,Não,Não,2
Não,27,Operário,Solteiro,Ensino Médio,Não,317,Sim,Não,10
Não,27,Operário,Casado,Ensino Médio,Não,821,Sim,Sim,1
Sim,27,Serviços Gerais,Solteiro,Ensino Médio,Não,1347,Não,Não,1
Não,27,Serviços Gerais,Casado,Ensino Médio,Não,54,Sim,Não,1
Sim,27,Serviços Gerais,Solteiro,Ensino Médio,Não,453,Não,Não,2
Sim,27,Administrador,Solteiro,Ensino Superior,Não,99,Sim,Não,2
Sim,27,Estudante,Solteiro,Desconhecido,Não,132,Não,Não,1
Sim,27,Estudante,Solteiro,Ensino Médio,Não,2614,Não,Não,2
Não,27,Técnico,Casado,Ensino Superior,Não,276,Não,Não,2
Sim,27,Estudante,Solteiro,Ensino Superior,Não,39,Não,Não,1
Não,27,Estudante,Solteiro,Fundamental,Sim,25,Não,Não,1
Sim,27,Serviços Gerais,Solteiro,Ensino Médio,Não,195,Sim,Não,3
